gene,r_cnv_rna,p_cnv_rna,r_cnv_prot,p_cnv_prot,prot_att,prot_att_class
CBLL1,0.620060502,1.81E-40,0.174862677,0.006844547,0.445197825,c_high
AMMECR1L,0.560178726,8.70E-32,0.115024028,0.252045685,0.445154698,c_high
POLR1D,0.520847159,5.60E-27,0.075745176,0.233678613,0.445101984,c_high
PSMB4,0.455675506,2.88E-20,0.010697845,0.837940961,0.444977661,c_high
MRPS18A,0.520265645,6.53E-27,0.075691489,0.163135873,0.444574156,c_high
MRPL18,0.462208109,7.08E-21,0.01765584,0.743835833,0.444552269,c_high
NDUFS6,0.487037719,2.57E-23,0.0427193,0.420341888,0.444318419,c_high
MED4,0.53575733,9.99E-29,0.09158957,0.128345447,0.44416776,c_high
TRIM37,0.581757972,1.04E-34,0.137644904,0.060299596,0.444113069,c_high
SNRPB2,0.513800595,3.51E-26,0.069750051,0.190435136,0.444050544,c_high
MRPL20,0.427043437,9.61E-18,-0.016890213,0.761629935,0.44393365,c_high
HPS1,0.324014598,1.93E-10,-0.119831822,0.247399991,0.44384642,c_high
ABT1,0.557507221,1.93E-31,0.114900411,0.084110655,0.44260681,c_high
BYSL,0.639737937,9.49E-44,0.197341054,0.000198712,0.442396883,c_high
NUP133,0.547637691,3.48E-30,0.105590286,0.044089759,0.442047405,c_high
ATP5SL,0.536519804,8.08E-29,0.095099454,0.250253838,0.44142035,c_high
MRPS27,0.570910216,3.26E-33,0.12950789,0.013535719,0.441402326,c_high
KLHL12,0.473498387,5.82E-22,0.032266399,0.729825867,0.441231988,c_high
SNW1,0.595970023,9.33E-37,0.154794757,0.003365733,0.441175267,c_high
MED24,0.590374858,6.13E-36,0.149488236,0.008818639,0.440886622,c_high
CNOT8,0.571511946,2.70E-33,0.130708162,0.046261276,0.440803785,c_high
MRPL46,0.597350405,5.83E-37,0.15664565,0.002959854,0.440704755,c_high
YEATS2,0.441077792,5.97E-19,0.000432042,0.995118863,0.44064575,c_high
FBXW11,0.563568983,3.12E-32,0.122970346,0.068053861,0.440598637,c_high
NCOA6,0.563615647,3.08E-32,0.123171648,0.066975653,0.440443999,c_high
PSMA4,0.494596746,4.22E-24,0.05420744,0.299687407,0.440389306,c_high
RPL28,0.354125324,2.59E-12,-0.086253536,0.098979938,0.44037886,c_high
NARF,0.565839168,1.56E-32,0.125900448,0.139722963,0.43993872,c_high
TMEM147,0.414971342,9.48E-17,-0.02469265,0.763450472,0.439663993,c_high
IFT52,0.568576819,6.72E-33,0.128986518,0.048263557,0.439590301,c_high
NSMCE4A,0.503135626,5.21E-25,0.063574846,0.291709647,0.43956078,c_high
THOC7,0.508997288,1.20E-25,0.069738141,0.246480815,0.439259147,c_high
NAA20,0.488004307,2.04E-23,0.048989053,0.409174355,0.439015254,c_high
RPN2,0.561152413,6.49E-32,0.12215649,0.019068917,0.438995922,c_high
ZNHIT1,0.4705484,1.13E-21,0.031587986,0.718142918,0.438960414,c_high
TOMM5,0.427653015,8.54E-18,-0.01102437,0.856114682,0.438677385,c_high
CASP8AP2,0.493929886,4.96E-24,0.056797869,0.503512018,0.437132017,c_high
ERCC1,0.44942483,1.07E-19,0.012616963,0.850052216,0.436807867,c_high
TRAPPC10,0.587462668,1.61E-35,0.150692374,0.011579087,0.436770294,c_high
CHERP,0.565235803,1.88E-32,0.128580989,0.014496374,0.436654813,c_high
PPP2R1A,0.505823014,2.66E-25,0.069366458,0.184260007,0.436456556,c_high
RPL30,0.504620201,3.60E-25,0.068362845,0.190704983,0.436257356,c_high
MRPS9,0.409900527,2.41E-16,-0.026254015,0.618084522,0.436154542,c_high
GEMIN4,0.607472153,1.73E-38,0.171401461,0.00202459,0.436070692,c_high
NAA38,0.470701626,1.09E-21,0.034977464,0.536892239,0.435724162,c_high
QRICH1,0.593011521,2.54E-36,0.157387729,0.004391645,0.435623792,c_high
NDUFB7,0.403540422,7.61E-16,-0.031796493,0.568495211,0.435336916,c_high
HEATR1,0.499126473,1.40E-24,0.063989376,0.22199016,0.435137097,c_high
DCTN2,0.452283729,5.90E-20,0.017337789,0.740274489,0.434945939,c_high
KDELR1,0.54938985,2.10E-30,0.114651904,0.10334976,0.434737946,c_high
DPM1,0.566050454,1.46E-32,0.131324724,0.01191352,0.43472573,c_high
ABHD5,0.45664165,2.35E-20,0.021985305,0.774028189,0.434656345,c_high
COPS7A,0.538239266,5.01E-29,0.10368511,0.056870946,0.434554156,c_high
MEN1,0.529861823,5.03E-28,0.095415429,0.127096556,0.434446394,c_high
TSG101,0.601528976,1.38E-37,0.167381839,0.001350162,0.434147138,c_high
ARL1,0.538566905,4.57E-29,0.104467816,0.047628677,0.434099089,c_high
TBP,0.64803038,3.32E-45,0.213983612,0.000581308,0.434046768,c_high
NPRL2,0.529385139,5.72E-28,0.095357952,0.223086624,0.434027187,c_high
SNRPD1,0.553057967,7.21E-31,0.119425122,0.021941256,0.433632845,c_high
YIPF2,0.52491872,1.90E-27,0.091508527,0.355554595,0.433410194,c_high
NDEL1,0.579465656,2.18E-34,0.146228868,0.074170646,0.433236789,c_high
MRPL43,0.47683588,2.73E-22,0.043723347,0.436433069,0.433112533,c_high
FCF1,0.502322245,6.38E-25,0.069272257,0.286156884,0.433049988,c_high
CASC3,0.642193163,3.56E-44,0.209268156,0.000684371,0.432925007,c_high
CLTA,0.542345305,1.58E-29,0.109500565,0.044884682,0.432844739,c_high
RAC1,0.538546469,4.60E-29,0.106012309,0.051849791,0.43253416,c_high
MAGOHB,0.4788849,1.71E-22,0.046521075,0.429175936,0.432363825,c_high
UBE2D2,0.577261237,4.40E-34,0.145266951,0.043830503,0.431994286,c_high
CRTAP,0.415038262,9.36E-17,-0.016929094,0.754033592,0.431967355,c_high
MKRN1,0.596043136,9.10E-37,0.164159578,0.023996559,0.431883558,c_high
AP4B1,0.457300093,2.04E-20,0.025545392,0.707611383,0.4317547,c_high
DRG1,0.581512123,1.13E-34,0.149820436,0.003969798,0.431691687,c_high
TRRAP,0.477582573,2.30E-22,0.04593006,0.404899619,0.431652513,c_high
MRPS15,0.480696284,1.13E-22,0.04920908,0.376562875,0.431487204,c_high
SDHC,0.451824715,6.50E-20,0.020369851,0.737116423,0.431454864,c_high
ELP4,0.5241054,2.36E-27,0.092745855,0.138909809,0.431359545,c_high
AMBRA1,0.551144321,1.26E-30,0.119941532,0.103907128,0.431202788,c_high
DHX33,0.570847507,3.32E-33,0.139791674,0.023633852,0.431055833,c_high
BRPF3,0.507156015,1.91E-25,0.076119814,0.364516129,0.431036201,c_high
POLR2D,0.426031599,1.17E-17,-0.004765706,0.936836909,0.430797305,c_high
GTPBP4,0.64109027,5.53E-44,0.211216749,5.11E-05,0.42987352,c_high
BRPF1,0.601576232,1.36E-37,0.171854474,0.006895816,0.429721758,c_high
STK4,0.556290446,2.78E-31,0.126616213,0.019159843,0.429674233,c_high
CENPO,0.372257004,1.54E-13,-0.057410348,0.584647663,0.429667352,c_high
USP33,0.488775096,1.70E-23,0.060015638,0.442429447,0.428759459,c_high
MAU2,0.583675431,5.58E-35,0.155710316,0.011610965,0.427965115,c_high
SMARCA4,0.568032825,7.95E-33,0.140207294,0.009015116,0.427825531,c_high
ANAPC4,0.489620606,1.39E-23,0.061960122,0.28636626,0.427660485,c_high
ZNF250,0.550538776,1.50E-30,0.122903118,0.122738921,0.427635658,c_high
EFTUD2,0.481406677,9.56E-23,0.053802733,0.303315344,0.427603945,c_high
RPL37,0.317408919,4.66E-10,-0.109621643,0.073740323,0.427030562,c_high
WRB,0.416209802,7.52E-17,-0.010705351,0.910397345,0.426915154,c_high
STT3A,0.633801398,9.81E-43,0.207301213,6.15E-05,0.426500185,c_high
RPL8,0.463889641,4.91E-21,0.037443406,0.473931726,0.426446235,c_high
WDR12,0.451250795,7.33E-20,0.024881451,0.63798115,0.426369344,c_high
MRPS35,0.484140841,5.06E-23,0.059297656,0.260460522,0.424843185,c_high
INO80E,0.411889152,1.68E-16,-0.012793038,0.865415281,0.424682189,c_high
POLD2,0.432994958,3.00E-18,0.008471576,0.871859511,0.424523382,c_high
RNPS1,0.398272101,1.94E-15,-0.02611729,0.620888223,0.424389391,c_high
ATP5A1,0.659516228,2.69E-47,0.235239115,5.08E-06,0.424277114,c_high
NDUFS2,0.453352415,4.71E-20,0.029302013,0.57578571,0.424050402,c_high
EXOSC7,0.511477141,6.37E-26,0.087439212,0.106999304,0.424037929,c_high
CCDC115,0.474357769,4.79E-22,0.050660187,0.459926139,0.423697582,c_high
TATDN2,0.541891238,1.80E-29,0.118238151,0.222939432,0.423653087,c_high
POLR3F,0.609489661,8.43E-39,0.185842348,0.003308755,0.423647313,c_high
DDA1,0.518277065,1.10E-26,0.094710261,0.116453568,0.423566804,c_high
GTF3C3,0.474263717,4.89E-22,0.050719294,0.366578585,0.423544422,c_high
BRD7,0.465568361,3.40E-21,0.042100058,0.494984697,0.423468302,c_high
RAD1,0.53696602,7.14E-29,0.113687936,0.078162165,0.423278084,c_high
SPATA5L1,0.599672947,2.63E-37,0.176714167,0.003058458,0.42295878,c_high
INTS7,0.487353198,2.38E-23,0.064931268,0.24019331,0.42242193,c_high
CNOT7,0.694437489,2.90E-54,0.272232563,1.84E-06,0.422204926,c_high
PPP3R1,0.414697602,9.97E-17,-0.007060019,0.905874557,0.421757621,c_high
MED1,0.601956877,1.19E-37,0.180438476,0.000759879,0.421518402,c_high
RPL29,0.41720268,6.25E-17,-0.004270669,0.934927198,0.421473349,c_high
SNRPD2,0.361516759,8.37E-13,-0.059568993,0.254346199,0.421085752,c_high
MED6,0.553626812,6.10E-31,0.132561132,0.031631776,0.42106568,c_high
AATF,0.48775507,2.17E-23,0.066822995,0.211062416,0.420932075,c_high
GNG5,0.412475118,1.50E-16,-0.008402177,0.875713598,0.420877295,c_high
GNB1,0.551481258,1.14E-30,0.130698309,0.012091193,0.420782949,c_high
KIAA0226,0.561143121,6.51E-32,0.140920328,0.143852533,0.420222793,c_high
SS18,0.668489296,5.37E-49,0.248816633,0.000104656,0.419672663,c_high
TADA1,0.497634675,2.02E-24,0.078457068,0.289771241,0.419177607,c_high
UBR5,0.575284602,8.25E-34,0.156188443,0.003888039,0.419096159,c_high
MRPS11,0.520955807,5.45E-27,0.102156577,0.071558142,0.41879923,c_high
SPCS2,0.576839999,5.03E-34,0.158156278,0.002376414,0.418683722,c_high
SEC11A,0.608202008,1.33E-38,0.189714033,0.000530692,0.418487976,c_high
ASNSD1,0.348826311,5.72E-12,-0.069474384,0.46064636,0.418300695,c_high
RAB28,0.543221805,1.23E-29,0.125013959,0.05780291,0.418207846,c_high
RPS14,0.419739701,3.88E-17,0.001553502,0.976306339,0.418186199,c_high
VPS28,0.49224769,7.44E-24,0.074235125,0.161029691,0.418012565,c_high
MRPS18B,0.469884019,1.31E-21,0.05193523,0.329192233,0.417948789,c_high
NDUFC1,0.465287286,3.61E-21,0.047344747,0.561142303,0.417942539,c_high
CCNC,0.560014226,9.14E-32,0.142129136,0.093908215,0.41788509,c_high
ZDHHC6,0.545856408,5.81E-30,0.128126006,0.143167647,0.417730403,c_high
SPATA2,0.604809136,4.41E-38,0.187127368,0.07092131,0.417681768,c_high
TRIM27,0.627105159,1.29E-41,0.209590812,0.000325909,0.417514347,c_high
UBXN2A,0.408318477,3.22E-16,-0.009095392,0.918839811,0.417413868,c_high
PIBF1,0.446161828,2.11E-19,0.029268939,0.64578137,0.416892889,c_high
METTL2B,0.559709482,1.00E-31,0.142840081,0.038620119,0.416869401,c_high
ALG9,0.636265685,3.74E-43,0.219590738,0.000482395,0.416674947,c_high
TTF1,0.553830667,5.74E-31,0.137490675,0.074653265,0.416339992,c_high
DAP3,0.529267112,5.91E-28,0.113107529,0.030508935,0.416159583,c_high
NOA1,0.594844854,1.37E-36,0.179005113,0.002062048,0.41583974,c_high
TRAPPC11,0.610122729,6.72E-39,0.194479457,0.00087031,0.415643272,c_high
PWP2,0.614771592,1.26E-39,0.199316094,0.000134809,0.415455497,c_high
CSTF1,0.635265439,5.54E-43,0.21991115,4.54E-05,0.415354289,c_high
ZNF330,0.571522032,2.69E-33,0.156424585,0.008743228,0.415097447,c_high
ECD,0.562317277,4.56E-32,0.147537465,0.023101734,0.414779812,c_high
MRPL48,0.491814477,8.25E-24,0.077081899,0.165648326,0.414732578,c_high
ASCC1,0.48459542,4.55E-23,0.070054145,0.283811935,0.414541276,c_high
EIF2B5,0.510758122,7.65E-26,0.096294773,0.067242255,0.414463349,c_high
IFT43,0.409352598,2.67E-16,-0.00506058,0.952680396,0.414413178,c_high
PSMD6,0.573422079,1.48E-33,0.159426181,0.002158122,0.413995898,c_high
EIF2S2,0.55946968,1.08E-31,0.145938273,0.005030252,0.413531407,c_high
AGPAT6,0.710034749,1.04E-57,0.296711135,1.42E-05,0.413323615,c_high
INO80,0.539112972,3.92E-29,0.125794711,0.063734834,0.413318261,c_high
SRP72,0.58462624,4.09E-35,0.171312813,0.000968246,0.413313427,c_high
SCFD2,0.433179796,2.90E-18,0.020146799,0.722129288,0.413032997,c_high
MED31,0.419509106,4.05E-17,0.006921182,0.920201956,0.412587923,c_high
COPB1,0.532394305,2.52E-28,0.119874362,0.021444519,0.412519943,c_high
NCAPD3,0.541450836,2.03E-29,0.129088405,0.044840425,0.412362432,c_high
MRPS28,0.527291524,1.01E-27,0.114984639,0.03352751,0.412306885,c_high
DCTN5,0.43198203,3.67E-18,0.019916124,0.736011206,0.412065906,c_high
FBL,0.46519769,3.69E-21,0.053319894,0.307681549,0.411877796,c_high
Mar 06,0.577811951,3.69E-34,0.166392102,0.043984468,0.41141985,c_high
SHQ1,0.546286594,5.14E-30,0.134868564,0.172247704,0.411418029,c_high
TBC1D20,0.715008352,7.40E-59,0.303651649,7.09E-06,0.411356703,c_high
H2AFV,0.463723147,5.09E-21,0.052698512,0.365471241,0.411024635,c_high
DDX41,0.568307207,7.31E-33,0.157393536,0.006387288,0.410913671,c_high
FIBP,0.420210617,3.55E-17,0.00943107,0.869918077,0.410779547,c_high
TUBGCP4,0.563385269,3.30E-32,0.152742923,0.022825415,0.410642346,c_high
ATP6V1E1,0.527409211,9.76E-28,0.116854899,0.025178322,0.410554312,c_high
COG5,0.534615414,1.37E-28,0.124264984,0.017856148,0.41035043,c_high
C11orf30,0.538103067,5.20E-29,0.128201261,0.061182892,0.409901805,c_high
NSMCE1,0.427580662,8.66E-18,0.017683364,0.77364118,0.409897298,c_high
EXOSC1,0.469913002,1.30E-21,0.060177987,0.295623508,0.409735016,c_high
ALKBH4,0.574315497,1.12E-33,0.164667349,0.009381199,0.409648148,c_high
DDX52,0.515131353,2.49E-26,0.105604647,0.064169949,0.409526706,c_high
ZNF623,0.561496936,5.85E-32,0.152055386,0.135002201,0.409441551,c_high
STK35,0.64910013,2.14E-45,0.239777986,0.001439008,0.409322144,c_high
UQCRB,0.498919914,1.48E-24,0.089674968,0.085819553,0.409244945,c_high
C4orf3,0.472098519,7.97E-22,0.062946204,0.475068854,0.409152314,c_high
ZC3H14,0.660337868,1.89E-47,0.251895932,7.90E-06,0.408441936,c_high
COPS8,0.495807335,3.15E-24,0.087445983,0.095292004,0.408361352,c_high
RPP38,0.538951429,4.11E-29,0.130602577,0.039462372,0.408348852,c_high
POLR2K,0.572691242,1.87E-33,0.164398176,0.023789592,0.408293066,c_high
MTA2,0.47994277,1.34E-22,0.071982607,0.169973365,0.407960163,c_high
UBE2R2,0.66496214,2.54E-48,0.257202156,3.62E-06,0.407759985,c_high
CHCHD1,0.513916434,3.41E-26,0.106325475,0.082313906,0.40759096,c_high
DHX35,0.689508979,3.20E-53,0.281941349,1.14E-05,0.40756763,c_high
ENY2,0.59445827,1.56E-36,0.187086978,0.001632544,0.407371292,c_high
ZDHHC3,0.462039737,7.34E-21,0.054735586,0.475752399,0.407304151,c_high
GMPPA,0.33700438,3.18E-11,-0.070150713,0.179932674,0.407155093,c_high
LEO1,0.574710676,9.89E-34,0.167684515,0.00261912,0.40702616,c_high
SEC23B,0.530530028,4.19E-28,0.123609694,0.017678569,0.406920334,c_high
ATXN7,0.497070949,2.32E-24,0.090480497,0.361007581,0.406590452,c_high
ASH2L,0.775235675,5.12E-75,0.368831894,1.38E-11,0.406403781,c_high
BTBD10,0.555139695,3.90E-31,0.148812714,0.127897649,0.406326981,c_high
EIF3L,0.557443433,1.97E-31,0.151266988,0.0036295,0.406176444,c_high
PMPCB,0.612050891,3.37E-39,0.205892313,7.25E-05,0.406158578,c_high
ANAPC13,0.274180656,9.06E-08,-0.131873723,0.200274749,0.406054379,c_high
GPN1,0.529340506,5.79E-28,0.123324261,0.044477478,0.406016245,c_high
PEX16,0.513415394,3.88E-26,0.107443054,0.158202105,0.405972339,c_high
ARMC8,0.529196005,6.02E-28,0.123273653,0.027455978,0.405922352,c_high
YBX1,0.505445303,2.93E-25,0.099933688,0.055449711,0.405511615,c_high
SREK1IP1,0.476502647,2.95E-22,0.071119906,0.419536368,0.405382741,c_high
CCDC112,0.393444164,4.49E-15,-0.011933424,0.900619236,0.405377589,c_high
SF3B2,0.582536341,8.08E-35,0.177439416,0.000649385,0.405096925,c_high
TMEM30A,0.436106496,1.62E-18,0.031034628,0.580774827,0.405071868,c_high
VPS33A,0.570958078,3.21E-33,0.166141022,0.002502054,0.404817057,c_high
NSA2,0.415489765,8.60E-17,0.01076672,0.848331619,0.404723044,c_high
RPA3,0.409983161,2.38E-16,0.005353158,0.920396442,0.404630003,c_high
CNTROB,0.584169294,4.75E-35,0.179800144,0.04310141,0.40436915,c_high
AP3M1,0.546736623,4.52E-30,0.142375131,0.006292398,0.404361492,c_high
PRPSAP1,0.61272812,2.64E-39,0.20867516,0.000151104,0.40405296,c_high
BMS1,0.496060386,2.96E-24,0.092099388,0.097944626,0.403960998,c_high
MLX,0.469735586,1.35E-21,0.066135949,0.36978508,0.403599637,c_high
GPR108,0.456260852,2.54E-20,0.052807766,0.419375859,0.403453086,c_high
C1orf109,0.582800999,7.41E-35,0.179562989,0.049715197,0.40323801,c_high
MEA1,0.548397191,2.80E-30,0.145368378,0.082129074,0.403028813,c_high
TOMM22,0.571732569,2.52E-33,0.169093037,0.001280221,0.402639533,c_high
TUBGCP5,0.551884227,1.02E-30,0.149330714,0.088690483,0.402553514,c_high
SIAH1,0.551131047,1.27E-30,0.148629727,0.096718214,0.40250132,c_high
RPL7A,0.40221657,9.64E-16,4.31E-05,0.999343188,0.402173512,c_high
TP53RK,0.542220081,1.64E-29,0.140119963,0.014811256,0.402100117,c_high
KRAS,0.518319332,1.09E-26,0.116300478,0.035823832,0.402018855,c_high
PSEN1,0.627249838,1.22E-41,0.225322906,0.000338578,0.401926932,c_high
C1orf43,0.4686811,1.71E-21,0.066762968,0.490345075,0.401918132,c_high
PTCD3,0.425619463,1.26E-17,0.024003274,0.648525063,0.401616189,c_high
ZW10,0.587223065,1.74E-35,0.185672822,0.000437059,0.401550242,c_high
PIP5K1A,0.493380372,5.66E-24,0.091889565,0.209777126,0.401490807,c_high
RHOA,0.536393287,8.37E-29,0.134918852,0.009562931,0.401474435,c_high
PBX2,0.527546207,9.41E-28,0.126157532,0.061162549,0.401388675,c_high
CCDC137,0.568920577,6.04E-33,0.167905222,0.010082286,0.401015354,c_high
MRPL15,0.522544926,3.58E-27,0.121551145,0.020185322,0.400993781,c_high
ARPC4,0.442964289,4.07E-19,0.042061862,0.421109756,0.400902427,c_high
MRPL19,0.335553112,3.90E-11,-0.064773588,0.224769138,0.4003267,c_high
NDUFS8,0.49723065,2.23E-24,0.096978548,0.063470583,0.400252101,c_high
PHB,0.586465128,2.24E-35,0.186353985,0.000325313,0.400111143,c_high
XAB2,0.538032269,5.31E-29,0.137925917,0.010211804,0.400106352,c_high
AP1S1,0.483769654,5.52E-23,0.083923507,0.113949787,0.399846147,c_high
DCTN3,0.453098137,4.97E-20,0.05326105,0.319739949,0.399837086,c_high
MAP3K7,0.563276962,3.41E-32,0.163593516,0.012210411,0.399683446,c_high
RALGAPB,0.610115585,6.74E-39,0.21045041,6.92E-05,0.399665175,c_high
CSNK2B,0.525458054,1.65E-27,0.126316752,0.017578607,0.399141302,c_high
PSMC3,0.509398263,1.08E-25,0.110293699,0.034424951,0.399104564,c_high
ING5,0.498903414,1.48E-24,0.099823022,0.168326981,0.399080392,c_high
TMEM120B,0.454496959,3.70E-20,0.055419652,0.457438072,0.399077306,c_high
GINS4,0.581449443,1.15E-34,0.182419072,0.00366272,0.399030371,c_high
CCDC101,0.373502082,1.26E-13,-0.025307206,0.707025782,0.398809288,c_high
EIF3G,0.60925376,9.17E-39,0.210575088,4.90E-05,0.398678672,c_high
TUBGCP3,0.663168977,5.55E-48,0.26478734,9.16E-07,0.398381637,c_high
NUP43,0.530536106,4.19E-28,0.132184244,0.013324977,0.398351862,c_high
EIF3H,0.501469679,7.88E-25,0.103368603,0.047837862,0.398101075,c_high
RAD51C,0.520111524,6.80E-27,0.122238112,0.207566211,0.397873412,c_high
OXNAD1,0.479654485,1.43E-22,0.081797334,0.219576217,0.397857152,c_high
TAF2,0.598875181,3.46E-37,0.20165303,0.000880423,0.397222152,c_high
HECTD3,0.437582174,1.21E-18,0.040365858,0.461514588,0.397216316,c_high
CCT2,0.547651495,3.47E-30,0.150572727,0.003789381,0.397078768,c_high
RPL7L1,0.553035158,7.26E-31,0.15597718,0.003831859,0.397057978,c_high
MED22,0.445831813,2.26E-19,0.049165512,0.43165892,0.396666301,c_high
CCDC61,0.433553625,2.69E-18,0.036926804,0.60551048,0.396626821,c_high
PHF14,0.442819998,4.19E-19,0.046216159,0.449475397,0.396603839,c_high
POM121,0.588414343,1.18E-35,0.191811501,0.00769296,0.396602842,c_high
FBXO46,0.520828159,5.63E-27,0.124317339,0.208625403,0.39651082,c_high
TRAPPC4,0.445975228,2.19E-19,0.049524494,0.395095773,0.396450734,c_high
ODF2,0.500197824,1.08E-24,0.10377,0.096273927,0.396427823,c_high
VPS8,0.517813683,1.24E-26,0.121403983,0.042739894,0.3964097,c_high
RPS5,0.425521708,1.29E-17,0.02916459,0.577056694,0.396357119,c_high
SNX17,0.44973576,1.01E-19,0.053486589,0.340978981,0.396249171,c_high
TMED10,0.584028418,4.97E-35,0.187830556,0.000290917,0.396197862,c_high
METTL1,0.400857357,1.23E-15,0.004662005,0.932050311,0.396195353,c_high
RAB3GAP1,0.539408824,3.61E-29,0.143738202,0.006518932,0.395670622,c_high
MRPL42,0.473179691,6.25E-22,0.077695397,0.202293761,0.395484294,c_high
WRAP53,0.570252205,4.00E-33,0.174786005,0.004319151,0.395466201,c_high
NDUFB9,0.558758417,1.33E-31,0.163394116,0.00192465,0.395364301,c_high
PSMA6,0.496541541,2.64E-24,0.101615595,0.051446357,0.394925946,c_high
DIS3L,0.57802901,3.45E-34,0.183111302,0.006581584,0.394917708,c_high
DDX56,0.586105995,2.52E-35,0.191381511,0.000554733,0.394724484,c_high
MED17,0.620697057,1.43E-40,0.226157709,0.000173634,0.394539348,c_high
C7orf43,0.518521095,1.03E-26,0.124020409,0.095306775,0.394500686,c_high
GLTSCR2,0.371963029,1.61E-13,-0.022134794,0.753928771,0.394097823,c_high
DDX51,0.419702526,3.91E-17,0.02560539,0.649710412,0.394097136,c_high
ORC5,0.519660537,7.66E-27,0.125569175,0.02755965,0.394091362,c_high
EXOSC10,0.614510339,1.38E-39,0.220526584,2.62E-05,0.393983756,c_high
RNF220,0.516283764,1.85E-26,0.122507347,0.139349819,0.393776417,c_high
RNF7,0.370293474,2.11E-13,-0.023453289,0.757345509,0.393746763,c_high
YIPF3,0.571749594,2.51E-33,0.178006752,0.004127226,0.393742842,c_high
DDX20,0.534722905,1.33E-28,0.141466445,0.009966415,0.393256459,c_high
SUZ12,0.471294372,9.54E-22,0.078518218,0.207862698,0.392776154,c_high
SLC25A36,0.408687473,3.01E-16,0.016176478,0.805160085,0.392510995,c_high
THOC1,0.570977776,3.19E-33,0.178818188,0.001340592,0.392159589,c_high
YTHDC1,0.387846297,1.17E-14,-0.004180446,0.947774775,0.392026743,c_high
